source	target	type	source_id	id	label	name	category_code	crunchbase_url	funded_month	source_description	round_code	raised_amount	permalink	source_url	raised_currency_code	funded_year	funded_day
"(664921 {""phone_number"":""91 80 3078 9100"",""permalink"":""aarin-capital"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aarin-capital"",""description"":"""",""overview"":"" We seek to create long-term value by partnering with talented, hungry management teams actively complementing their skills with our collaborative engagement. We aim to build profitable companies with sustainable value propositions. We appreciate audacious ideas that embed disruptive, customer-focused technologies with the potential to address and transform large markets.    We support our investee companies in generating profitable revenue growth, instituting strong compliance and governance processes, margin enhancement and active operational and strategic management.    We dislike financial engineering as a means to demonstrating value creation.    We encourage our investee companies to focus on maximising free cash flows by focusing on their core strengths.    We are not merely financial investors but also trusted operating partners of our investee companies. Accordingly, we have separate investment and operating teams comprising seasoned, high-quality professionals with a wealth of hands-on operating and investing experience to streamline and maximise the impact and support we can provide to our investee companies. "",""created_at"":""Wed May 29 04:10:15 UTC 2013"",""updated_at"":""Wed Oct 16 08:34:46 UTC 2013"",""stub"":""False"",""homepage_url"":""http://aarincapital.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aarincapital.com"",""alias_list"":"""",""name"":""Aarin Capital""})"	"(666025 {""stub"":"""",""visited"":""False"",""permalink"":""tabtor"",""name"":""Tabtor""})"	funded		aarin-capital__tabtor	funded					Tabtor closes $1m in seed funding.	seed	1000000.0	aarin-capital__tabtor	http://www.finsmes.com/2013/06/tabtor-closes-1m-seed-funding.html	USD	2013	
"(664921 {""phone_number"":""91 80 3078 9100"",""permalink"":""aarin-capital"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aarin-capital"",""description"":"""",""overview"":"" We seek to create long-term value by partnering with talented, hungry management teams actively complementing their skills with our collaborative engagement. We aim to build profitable companies with sustainable value propositions. We appreciate audacious ideas that embed disruptive, customer-focused technologies with the potential to address and transform large markets.    We support our investee companies in generating profitable revenue growth, instituting strong compliance and governance processes, margin enhancement and active operational and strategic management.    We dislike financial engineering as a means to demonstrating value creation.    We encourage our investee companies to focus on maximising free cash flows by focusing on their core strengths.    We are not merely financial investors but also trusted operating partners of our investee companies. Accordingly, we have separate investment and operating teams comprising seasoned, high-quality professionals with a wealth of hands-on operating and investing experience to streamline and maximise the impact and support we can provide to our investee companies. "",""created_at"":""Wed May 29 04:10:15 UTC 2013"",""updated_at"":""Wed Oct 16 08:34:46 UTC 2013"",""stub"":""False"",""homepage_url"":""http://aarincapital.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aarincapital.com"",""alias_list"":"""",""name"":""Aarin Capital""})"	"(666026 {""stub"":"""",""visited"":""False"",""permalink"":""theramyt-novobiologics"",""name"":""Theramyt Novobiologics""})"	funded		aarin-capital__theramyt-novobiologics	funded					Theramyt Novobiologics raises $4.4M from Aarin, Accel and IDG	a	4500000.0	aarin-capital__theramyt-novobiologics	http://www.vccircle.com/news/health-care/2013/10/11/theramyt-novobiologics-raises-44m-aarin-accel-and-idg	USD	2013	
"(664923 {""phone_number"":""91-22-42005757"",""permalink"":""aavishkaar-venture-management-services"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aavishkaar-venture-management-services"",""description"":"""",""overview"":"" Aavishkaar aims to harness the entrepreneurial spirit at the bottom of the pyramid to create inclusive economic development. They seek to empower disadvantaged and rural communities through infusion of commercial activities. Typically entrepreneurs who operate at the lower end of the economic spectrum are overlooked by financiers as they are categorized as being too small and risky. "",""created_at"":""Tue Feb 08 04:32:16 UTC 2011"",""updated_at"":""Tue Feb 08 13:56:25 UTC 2011"",""stub"":""False"",""homepage_url"":""http://www.aavishkaar.in"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aavishkaar.org"",""alias_list"":"""",""name"":""Aavishkaar Venture Management services""})"	"(666027 {""stub"":"""",""visited"":""False"",""permalink"":""milk-mantra"",""name"":""Milk Mantra""})"	funded		aavishkaar-venture-management-services__milk-mantra	funded					Milk Mantra gets investment from Aavishkaar	unattributed	4500000.0	aavishkaar-venture-management-services__milk-mantra	http://indiamicrofinance.com/milk-mantraaavishkaar.html	USD	2011	
"(664923 {""phone_number"":""91-22-42005757"",""permalink"":""aavishkaar-venture-management-services"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aavishkaar-venture-management-services"",""description"":"""",""overview"":"" Aavishkaar aims to harness the entrepreneurial spirit at the bottom of the pyramid to create inclusive economic development. They seek to empower disadvantaged and rural communities through infusion of commercial activities. Typically entrepreneurs who operate at the lower end of the economic spectrum are overlooked by financiers as they are categorized as being too small and risky. "",""created_at"":""Tue Feb 08 04:32:16 UTC 2011"",""updated_at"":""Tue Feb 08 13:56:25 UTC 2011"",""stub"":""False"",""homepage_url"":""http://www.aavishkaar.in"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aavishkaar.org"",""alias_list"":"""",""name"":""Aavishkaar Venture Management services""})"	"(666028 {""stub"":"""",""visited"":""False"",""permalink"":""electronic-payment-and-services"",""name"":""Electronic Payment and Services (EPS)""})"	funded		aavishkaar-venture-management-services__electronic-payment-and-services	funded					ATM outsourcing firm EPS raises $6M from existing investor Aavishkaar	b	6000000.0	aavishkaar-venture-management-services__electronic-payment-and-services	http://www.vccircle.com/news/technology/2013/08/26/atm-outsourcing-firm-eps-raises-6m-existing-investor-aavishkaar	USD	2013	
"(664923 {""phone_number"":""91-22-42005757"",""permalink"":""aavishkaar-venture-management-services"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aavishkaar-venture-management-services"",""description"":"""",""overview"":"" Aavishkaar aims to harness the entrepreneurial spirit at the bottom of the pyramid to create inclusive economic development. They seek to empower disadvantaged and rural communities through infusion of commercial activities. Typically entrepreneurs who operate at the lower end of the economic spectrum are overlooked by financiers as they are categorized as being too small and risky. "",""created_at"":""Tue Feb 08 04:32:16 UTC 2011"",""updated_at"":""Tue Feb 08 13:56:25 UTC 2011"",""stub"":""False"",""homepage_url"":""http://www.aavishkaar.in"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aavishkaar.org"",""alias_list"":"""",""name"":""Aavishkaar Venture Management services""})"	"(666028 {""stub"":"""",""visited"":""False"",""permalink"":""electronic-payment-and-services"",""name"":""Electronic Payment and Services (EPS)""})"	funded		aavishkaar-venture-management-services__electronic-payment-and-services	funded					Mumbai-based payment system company EPS raises over $5M from Asia Participation	unattributed	5000000.0	aavishkaar-venture-management-services__electronic-payment-and-services	http://www.vccircle.com/news/tmt/2013/12/17/mumbai-based-payment-system-company-eps-raises-over-5m-asia-participation	USD	2013	
"(664923 {""phone_number"":""91-22-42005757"",""permalink"":""aavishkaar-venture-management-services"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aavishkaar-venture-management-services"",""description"":"""",""overview"":"" Aavishkaar aims to harness the entrepreneurial spirit at the bottom of the pyramid to create inclusive economic development. They seek to empower disadvantaged and rural communities through infusion of commercial activities. Typically entrepreneurs who operate at the lower end of the economic spectrum are overlooked by financiers as they are categorized as being too small and risky. "",""created_at"":""Tue Feb 08 04:32:16 UTC 2011"",""updated_at"":""Tue Feb 08 13:56:25 UTC 2011"",""stub"":""False"",""homepage_url"":""http://www.aavishkaar.in"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""info@aavishkaar.org"",""alias_list"":"""",""name"":""Aavishkaar Venture Management services""})"	"(666029 {""stub"":"""",""visited"":""False"",""permalink"":""mela-artisans"",""name"":""Mela Artisans""})"	funded		aavishkaar-venture-management-services__mela-artisans	funded					Mela Artisans Closes $3M Financing	unattributed	3000000.0	aavishkaar-venture-management-services__mela-artisans	http://www.finsmes.com/2014/03/mela-artisans-closes-3m-financing.html	USD	2014	
"(664924 {""phone_number"":""+46 31 772 40 30"",""permalink"":""ab-chalmersinvest"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/ab-chalmersinvest"",""description"":""development and financing of companies"",""overview"":"" The purpose of our organisation is to participate in the development and financing of companies within the university college sphere in the Gotenburg area. We invest in companies which find themselves at the initial stage of their development.     The capital we invest in the companies will give them an opportunity to lay the foundation for future growth and further financing.     In addition to capital, we provide expertise within company development, primarily through our network of board members.     We aim to create successful growth companies and thereby create value growth for both key people and Chalmersinvest.  "",""created_at"":""Tue Apr 20 07:37:54 UTC 2010"",""updated_at"":""Fri May 17 04:51:57 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.chalmersinvest.se"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""Ingvar.Andersson@chalmersinvest.se"",""alias_list"":"""",""name"":""AB Chalmersinvest""})"	"(666030 {""stub"":"""",""visited"":""False"",""permalink"":""nanofactory-instruments"",""name"":""Nanofactory Instruments""})"	funded		ab-chalmersinvest__nanofactory-instruments	funded					Industrifonden invests in Nanofactory Instruments	a	2070000.0	ab-chalmersinvest__nanofactory-instruments	http://www.nanofactory.com/news.asp?id=36&type=news	USD	2008	
"(664931 {""phone_number"":"""",""permalink"":""abalis-finance"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abalis-finance"",""description"":"""",""overview"":"" Abalis Finance AG is an independent Swiss Holding Company focused on financing market growth of successful companies in the field of Pharmaceuticals, Life Science and Med Tech The company takes participations but grants under certain circumstances credits as well. Along with the financial participation Abalis plays an active role in the companies it supports by sharing its knowledge. The management has the longstanding successful international experience in the development and marketing of originator as well as generic pharmaceuticals.    Abalis Finance AG also owns and operates Abalis Pharma AG which is active in the development, marketing and licensing of value added pharmaceutical product with a focus is on novel patentable solutions for solid dosage forms. "",""created_at"":""Sat Nov 21 04:24:56 UTC 2009"",""updated_at"":""Tue May 14 15:43:40 UTC 2013"",""founded_year"":2006,""stub"":""False"",""homepage_url"":""http://www.abalis.ch"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Abalis Finance""})"	"(666033 {""stub"":"""",""visited"":""False"",""permalink"":""activaero"",""name"":""Activaero""})"	funded		abalis-finance__activaero	funded					Activaero, GmbH: Series A $15.9M	a	15830000.0	abalis-finance__activaero	http://www.businesswire.com/portal/site/home/permalink/?ndmViewId=news_view&newsId=20091029005486&newsLang=en	USD	2009	
"(664931 {""phone_number"":"""",""permalink"":""abalis-finance"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abalis-finance"",""description"":"""",""overview"":"" Abalis Finance AG is an independent Swiss Holding Company focused on financing market growth of successful companies in the field of Pharmaceuticals, Life Science and Med Tech The company takes participations but grants under certain circumstances credits as well. Along with the financial participation Abalis plays an active role in the companies it supports by sharing its knowledge. The management has the longstanding successful international experience in the development and marketing of originator as well as generic pharmaceuticals.    Abalis Finance AG also owns and operates Abalis Pharma AG which is active in the development, marketing and licensing of value added pharmaceutical product with a focus is on novel patentable solutions for solid dosage forms. "",""created_at"":""Sat Nov 21 04:24:56 UTC 2009"",""updated_at"":""Tue May 14 15:43:40 UTC 2013"",""founded_year"":2006,""stub"":""False"",""homepage_url"":""http://www.abalis.ch"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Abalis Finance""})"	"(666033 {""stub"":"""",""visited"":""False"",""permalink"":""activaero"",""name"":""Activaero""})"	funded		abalis-finance__activaero	funded					Activaero Raises EUR 5.0 Million ($ 6.8 Million) In a Second Closing Series a Round Led By LSP	a	5000000.0	abalis-finance__activaero	http://www.cnbc.com/id/41615678	EUR	2011	
"(664933 {""phone_number"":"""",""permalink"":""abbott-biotech-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abbott-biotech-ventures"",""description"":"""",""overview"":"" Abbott Biotech Ventures, Inc. (ABVI) is a subsidiary of Abbott dedicated to making venture capital investments in emerging biotech and pharmaceutical companies. "",""created_at"":""Wed Oct 05 02:25:26 UTC 2011"",""updated_at"":""Thu Jan 31 04:53:39 UTC 2013"",""stub"":""False"",""homepage_url"":""http://abbottbiotechventures.com/abvi"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""name"":""Abbott Biotech Ventures""})"	"(666035 {""stub"":"""",""visited"":""False"",""permalink"":""neurogenetic-pharmaceuticals"",""name"":""NeuroGenetic Pharmaceuticals""})"	funded		abbott-biotech-ventures__neurogenetic-pharmaceuticals	funded					NeuroGenetic Pharmaceuticals Receives Investment from Abbott Biotech Ventures	unattributed	20000000.0	abbott-biotech-ventures__neurogenetic-pharmaceuticals	http://www.finsmes.com/2012/01/neurogenetic-pharmaceuticals-receives-investment-abbott-biotech-ventures.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29	USD	2012	
"(664933 {""phone_number"":"""",""permalink"":""abbott-biotech-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abbott-biotech-ventures"",""description"":"""",""overview"":"" Abbott Biotech Ventures, Inc. (ABVI) is a subsidiary of Abbott dedicated to making venture capital investments in emerging biotech and pharmaceutical companies. "",""created_at"":""Wed Oct 05 02:25:26 UTC 2011"",""updated_at"":""Thu Jan 31 04:53:39 UTC 2013"",""stub"":""False"",""homepage_url"":""http://abbottbiotechventures.com/abvi"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""name"":""Abbott Biotech Ventures""})"	"(666036 {""stub"":"""",""visited"":""False"",""permalink"":""aurasense-therapeutics"",""name"":""AuraSense Therapeutics""})"	funded		abbott-biotech-ventures__aurasense-therapeutics	funded					AuraSense Therapeutics, LLC: Series B $5.4M	b	5400000.0	abbott-biotech-ventures__aurasense-therapeutics	http://onbiovc.com/aurasense-therapeutics-llc-series-b-54m/	USD	2011	
"(664938 {""phone_number"":"""",""permalink"":""abele-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abele-ventures"",""description"":"""",""created_at"":""Tue Nov 27 11:32:52 UTC 2012"",""updated_at"":""Fri Jun 07 12:56:34 UTC 2013"",""stub"":""False"",""homepage_url"":""http://abeleventures.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Abele Ventures""})"	"(666037 {""stub"":"""",""visited"":""False"",""permalink"":""ticketforevent"",""name"":""TicketForEvent""})"	funded		abele-ventures__ticketforevent	funded					TicketForEvent Raises $3M From New VC Abele Ventures To Take On Eventbrite and Cvent In Online Ticketing In Europe	a	3000000.0	abele-ventures__ticketforevent	http://techcrunch.com/2012/11/26/ticketforevent-raises-3m-from-new-vc-abele-ventures-to-take-on-eventbrite-and-cvent-in-online-ticketing-in-europe/	USD	2012	
"(664939 {""phone_number"":""410-547-1300"",""permalink"":""abell-foundation"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abell-foundation"",""description"":"""",""overview"":"" The Abell Foundation was inaugurated over a half a century ago, Chairman Harry C. Black and the founding board members set an agenda that allocated grants for schools, hospitals, and human service organizations reaching out to the disadvantaged in the Baltimore community and the region. In the past three decades, the Foundation has sharpened its focus to address complex challenges to break through the cycles of urban poverty. Today, the Foundation places the highest priority on creating solutions that are both innovative and will ensure accountability. This is the commitment of The Abell Foundation: to give hope by opening the doors of opportunity to the disenfranchised, knowing that no community can succeed and thrive if those who live on the margins are not included. We invite you to use this website to visit our Publications/Research section where you&#8217;ll find thought-provoking perspectives on issues affecting the community at large.     The Abell Foundation places a priority on supporting efforts that enhance the quality of life in the areas of community development, education, health and human services, criminal justice and addictions, workforce development and to a lesser extent, conservation/environment, and arts and culture. The Foundation is among the largest private foundations in Maryland with assets of more than $314 million. "",""created_at"":""Mon May 06 07:19:46 UTC 2013"",""updated_at"":""Wed Oct 23 11:40:57 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.abell.org"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""abell@abell.org"",""alias_list"":"""",""name"":""Abell Foundation""})"	"(666038 {""stub"":"""",""visited"":""False"",""permalink"":""pixelligent"",""name"":""Pixelligent""})"	funded		abell-foundation__pixelligent	funded					Pixelligent Technologies Raises $5.1M in Equity Funding	private_equity	5100000.0	abell-foundation__pixelligent	http://www.finsmes.com/2013/05/pixelligent-technologies-raises-5-1m-equity-funding.html	USD	2013	
"(664939 {""phone_number"":""410-547-1300"",""permalink"":""abell-foundation"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/abell-foundation"",""description"":"""",""overview"":"" The Abell Foundation was inaugurated over a half a century ago, Chairman Harry C. Black and the founding board members set an agenda that allocated grants for schools, hospitals, and human service organizations reaching out to the disadvantaged in the Baltimore community and the region. In the past three decades, the Foundation has sharpened its focus to address complex challenges to break through the cycles of urban poverty. Today, the Foundation places the highest priority on creating solutions that are both innovative and will ensure accountability. This is the commitment of The Abell Foundation: to give hope by opening the doors of opportunity to the disenfranchised, knowing that no community can succeed and thrive if those who live on the margins are not included. We invite you to use this website to visit our Publications/Research section where you&#8217;ll find thought-provoking perspectives on issues affecting the community at large.     The Abell Foundation places a priority on supporting efforts that enhance the quality of life in the areas of community development, education, health and human services, criminal justice and addictions, workforce development and to a lesser extent, conservation/environment, and arts and culture. The Foundation is among the largest private foundations in Maryland with assets of more than $314 million. "",""created_at"":""Mon May 06 07:19:46 UTC 2013"",""updated_at"":""Wed Oct 23 11:40:57 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.abell.org"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":""abell@abell.org"",""alias_list"":"""",""name"":""Abell Foundation""})"	"(666039 {""stub"":"""",""visited"":""False"",""permalink"":""givecorps"",""name"":""GiveCorps""})"	funded		abell-foundation__givecorps	funded					GiveCorps Closes $822K Angel Funding Round	angel	822000.0	abell-foundation__givecorps	http://www.finsmes.com/2013/05/givecorps-closes-822k-angel-funding.html	USD	2012	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666040 {""stub"":"""",""visited"":""False"",""permalink"":""clovis-oncology"",""name"":""Clovis Oncology""})"	funded		aberdare-ventures__clovis-oncology	funded					Clovis Oncology (Boulder, CO) an entity focused on licensing or acquiring rights to oncology compounds in all stages of clinical development	private_equity	145000000.0	aberdare-ventures__clovis-oncology	http://onbiovc.com/clovis-oncology-inc-series-a-145m/	USD	2009	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666041 {""stub"":"""",""visited"":""False"",""permalink"":""anacor-pharmaceutical"",""name"":""Anacor Pharmaceutical""})"	funded		aberdare-ventures__anacor-pharmaceutical	funded					Anacor Raises $50 Million in Equity Financing	e	50000000.0	aberdare-ventures__anacor-pharmaceutical	http://www.bio-medicine.org/biology-technology-1/Anacor-Raises--2450-Million-in-Equity-Financing-9800-1/	USD	2009	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666042 {""stub"":"""",""visited"":""False"",""permalink"":""aviir"",""name"":""Aviir""})"	funded		aberdare-ventures__aviir	funded					Heart-diagnostic maker Aviir raises $11.3M	unattributed	11350000.0	aberdare-ventures__aviir	http://venturebeat.com/2007/10/03/life-sciences-briefing-wednesday-oct-3-2007/	USD	2007	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666043 {""stub"":"""",""visited"":""False"",""permalink"":""paracor-medical"",""name"":""Paracor Medical""})"	funded		aberdare-ventures__paracor-medical	funded					Paracor raises $44M for heart-failure device that restrains the heart	d	44000000.0	aberdare-ventures__paracor-medical	http://venturebeat.com/2007/06/29/paracor-raises-44m-for-heart-restraint/	USD	2007	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666044 {""stub"":"""",""visited"":""False"",""permalink"":""posit-science"",""name"":""Posit Science""})"	funded		aberdare-ventures__posit-science	funded					Posit Science raises $5.6M for brain fitness software	c	5600000.0	aberdare-ventures__posit-science	http://venturebeat.com/2009/04/27/posit-science-raises-56m-for-brain-fitness-software/	USD	2009	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666042 {""stub"":"""",""visited"":""False"",""permalink"":""aviir"",""name"":""Aviir""})"	funded		aberdare-ventures__aviir	funded					Aviir diagnoses heart conditions with new $4.2M	unattributed	4200000.0	aberdare-ventures__aviir	http://venturebeat.com/2010/01/19/aviir-diagnoses-heart-conditions-with-new-4-2m/	USD	2010	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666045 {""stub"":"""",""visited"":""False"",""permalink"":""sequoia-pharmaceuticals"",""name"":""Sequoia Pharmaceuticals""})"	funded		aberdare-ventures__sequoia-pharmaceuticals	funded					Sequoia Pharmaceuticals Raises $35M In Series C Financing	c	35000000.0	aberdare-ventures__sequoia-pharmaceuticals	http://www.fiercebiotech.com/node/5164	USD	2007	
"(664940 {""phone_number"":""415-392-7442"",""twitter_username"":""AberdareVenture"",""permalink"":""aberdare-ventures"",""crunchbase_url"":""http://www.crunchbase.com/financial-organization/aberdare-ventures"",""description"":""Healthcare-focused Venture"",""overview"":"" Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors. "",""created_at"":""Wed Jun 17 19:15:44 UTC 2009"",""updated_at"":""Mon Apr 15 16:03:14 UTC 2013"",""stub"":""False"",""homepage_url"":""http://www.aberdare.com"",""blog_feed_url"":"""",""blog_url"":"""",""visited"":""False"",""email_address"":"""",""alias_list"":"""",""name"":""Aberdare Ventures""})"	"(666046 {""stub"":"""",""visited"":""False"",""permalink"":""kai-pharmaceuticals"",""name"":""KAI Pharmaceuticals""})"	funded		aberdare-ventures__kai-pharmaceuticals	funded					KAI Pharmaceuticals Completes $35 Million Series B Financing 	b	35000000.0	aberdare-ventures__kai-pharmaceuticals	http://www.kaipharmaceuticals.com/index.php?option=com_content&task=view&id=36&Itemid=55	USD	2006	
